"","YEAR","GEOID","A","B","C"
"29318",2060,"221059540023",2890.94794278548,905.816631344479,5449.11430245904
"29319",2060,"221059541011",2269.97313986254,685.659912197724,4987.6849565413
"29320",2060,"221059541012",2315.49666291765,947.527500535648,4352.67249022503
"29321",2060,"221059541013",3710.65820738915,1718.83315807263,6172.46529377518
"29322",2060,"221059541021",3521.14093937856,1230.67549420429,6311.79185307972
"29323",2060,"221059541022",8422.28710815407,4926.27888531995,12654.2255429599
"29324",2060,"221059541023",8894.20410114423,4962.06179789167,13610.2109063107
"29325",2060,"221059541024",4708.28155196021,2649.51877921641,8703.93697333822
"29326",2060,"221059542001",6786.35223403326,2280.23490685451,17056.817130306
"29327",2060,"221059542002",3601.79956761811,1898.77716944189,6073.60796143019
"29328",2060,"221059543001",979.984964475891,138.269381548477,2668.32469019912
"29329",2060,"221059543002",3238.20247449947,1546.88214905311,5796.46744724502
"29330",2060,"221059543003",408.302382907556,151.226277659896,959.763457088622
"29331",2060,"221059543004",645.853307896964,198.028388416696,2073.49541238392
"29332",2060,"221059544001",2284.84686186335,965.824967099642,4604.16967176052
"29333",2060,"221059544002",856.911318424038,219.953197057637,1898.82152613251
"29334",2060,"221059544003",1688.15666876593,436.355210249661,3377.67743871484
"29335",2060,"221059544004",1128.57964855648,232.912704953846,2482.86760131115
"29336",2060,"221059545011",3909.06826430381,1558.46867165448,6955.63575274929
"29337",2060,"221059545012",9106.85785302317,4906.77311071606,14126.853126776
"29338",2060,"221059545021",5486.97905022708,2513.19262659659,9196.09877514003
"29339",2060,"221059545022",5018.67384289115,2774.27451293475,7680.20442168979
"29340",2060,"221059545023",3170.23561021398,1071.19162948916,5665.02534374851
"29341",2060,"221059545024",2969.4122535606,1015.79138577791,5287.78302343707
"29342",2060,"221059546001",8070.42547706606,5149.11080718849,11447.5269530724
"29343",2060,"221059546002",3546.01787102285,1915.09764540922,5650.76702675094
"29344",2060,"221059546003",5012.69889375955,2574.0760366699,8008.67643508114
"29345",2060,"221059546004",4092.18918143349,2405.11557264025,6085.03928017982
"29346",2060,"221059546005",3347.73917127172,1665.587212861,5363.96389787511
"29347",2060,"221059547001",1258.13100295173,213.007445854922,3468.02580101417
"29348",2060,"221059547002",5681.24430904182,3301.46424042188,8809.0687966158
"29349",2060,"221059548001",4580.78661190432,2923.40690216775,6490.54155209571
"29350",2060,"221059548002",4795.97482575173,2218.66853243966,8168.98655933762
"29351",2060,"221070001001",190.30284098066,45.8615239877175,616.601409440331
"29352",2060,"221070001002",1310.21701467608,114.931564344962,14915.8296419706
"29353",2060,"221070002001",381.734330007445,65.3774141891686,1943.42129021408
"29354",2060,"221070002002",107.960063355897,26.109590907456,367.330657711939
"29355",2060,"221070003001",617.202786231129,231.041627602433,1499.82963154362
"29356",2060,"221070003002",252.339617795801,67.3653731765619,835.633669002876
"29357",2060,"221090001011",2952.95800018436,821.122895137922,5594.80695848038
"29358",2060,"221090001012",5624.76980738796,2780.96131400278,9131.8237026132
"29359",2060,"221090001013",1843.79307453808,517.879212195278,4585.42804814857
"29360",2060,"221090001014",1903.87688745562,517.44088597404,3806.48404442908
"29361",2060,"221090001021",1247.89017662811,335.811361451868,2870.24234965417
"29362",2060,"221090001022",2945.78596556395,1074.92722018669,5384.19215628451
"29363",2060,"221090001023",2339.54704169262,685.203329581565,11257.3476791963
"29364",2060,"221090002011",2189.41792862938,914.168232833196,4300.10099519773
"29365",2060,"221090002012",1373.07979498686,298.270264438528,3343.53366605118
"29366",2060,"221090002013",1005.53706560996,263.061618048935,2527.99850313037
"29367",2060,"221090002021",6621.35362782278,4316.64267953821,9306.02420037516
"29368",2060,"221090002022",1438.66862638455,696.199477527591,2479.83617196932
"29369",2060,"221090002023",6236.61838660289,3097.95321951844,10017.9314030508
"29370",2060,"221090003001",3632.45885118106,883.527831676356,7385.26324157544
"29371",2060,"221090003002",2599.98450074985,570.151859990893,5114.75534379848
"29372",2060,"221090003003",1981.66607852398,930.090621044426,3906.47058633201
"29373",2060,"221090003004",786.623276565867,97.0438482707655,2070.7419764285
"29374",2060,"221090004011",355.982134657718,97.9827629690338,1132.66460732134
"29375",2060,"221090004012",1866.23750717577,934.92885666782,3294.48418989131
"29376",2060,"221090004013",3634.81815916963,1427.51642946409,6302.41047853088
"29377",2060,"221090004014",3288.13448197253,1763.67332298065,5738.597997544
"29378",2060,"221090004021",2141.9401784052,971.136139998996,4179.39924423612
"29379",2060,"221090004022",443.892377688431,142.412980964521,1045.76375149849
"29380",2060,"221090004023",1149.21704544329,367.493793894254,2536.24703120513
"29381",2060,"221090005001",695.26846838838,230.556716438308,1500.59442013056
"29382",2060,"221090005002",1145.22828144168,448.464241615824,2413.97498640495
"29383",2060,"221090005003",611.241883428793,96.8330821333115,2579.47902420167
"29384",2060,"221090005004",972.300003384969,358.02798896119,2293.19444106926
"29385",2060,"221090005005",2233.82080584488,1193.31863055127,3814.55901992294
"29386",2060,"221090006001",2123.7325983839,750.048436997068,4637.27761489435
"29387",2060,"221090006002",1163.99791854597,511.075234639537,2060.78030489026
"29388",2060,"221090006003",1521.24071081903,728.676479797149,2649.27718153002
"29389",2060,"221090006004",1694.75543207249,567.08551172239,4439.34390379753
"29390",2060,"221090006005",767.111749352893,130.452729122629,3868.89878072365
"29391",2060,"221090006006",999.15796122595,182.350835560714,2881.92597608874
"29392",2060,"221090007001",1605.07177655939,475.930608034066,3454.03733065068
"29393",2060,"221090007002",1736.69312134519,486.656426906113,3450.85280430751
"29394",2060,"221090007003",798.577100079117,280.076079846884,2081.66573021068
"29395",2060,"221090007004",410.705770645879,94.7154777555919,1389.56270372966
"29396",2060,"221090008001",1406.88781244582,544.872401694843,2574.08347565057
"29397",2060,"221090008002",978.936000983418,311.74423220835,2109.79916257377
"29398",2060,"221090008003",306.121225255035,33.9451092747534,1708.36512293397
"29399",2060,"221090008004",1796.35690373599,605.783958113629,3564.22627749843
"29400",2060,"221090008005",1197.74039085461,308.91078464408,2671.83202772006
"29401",2060,"221090009001",408.521776491318,87.7705059766258,2530.19722182095
"29402",2060,"221090009002",722.123807633912,215.637230722865,2017.37521902194
"29403",2060,"221090009003",725.006980325676,84.5823351766327,2379.32124132673
"29404",2060,"221090009004",1154.52391033006,192.120350602554,3420.1197706688
"29405",2060,"221090009005",2249.4013256879,388.057736829564,4576.82948678686
"29406",2060,"221090010001",3057.82409990708,1119.3174301773,5632.71753049405
"29407",2060,"221090010002",877.800315110055,265.266068404198,1873.86852341214
"29408",2060,"221090010003",4347.16829993481,2346.06084542827,6898.04027633136
"29409",2060,"221090011001",1696.08598417461,372.140426035522,4467.59198851616
"29410",2060,"221090011002",590.154488861905,157.744333446046,2017.17504970942
"29411",2060,"221090011003",759.712098790508,157.468554928666,2825.27712638837
"29412",2060,"221090012011",921.500901959884,328.632845127507,1941.45996689082
"29413",2060,"221090012012",2307.28229646671,607.014261394256,4791.79587299014
"29414",2060,"221090012021",507.96191789862,136.097926972742,1113.12425963209
"29415",2060,"221090012022",862.737092579794,359.340536482979,1605.94836405368
"29416",2060,"221090012023",910.316715716245,325.407573793573,1907.31489074558
"29417",2060,"221090013001",171.581286225635,33.11548971124,727.79890135484
"29418",2060,"221090013002",5835.25462845749,2522.13077139237,10317.6064312666
"29419",2060,"221090013003",270.643880645408,101.739828578732,650.128458052474
"29420",2060,"221090013004",13164.1084016291,8454.96761148118,18941.6338436006
"29421",2060,"221090014001",110.26476690074,35.8412451873026,288.892665639013
"29422",2060,"221090014002",664.068763292919,165.615300360906,4569.48117712405
"29423",2060,"221090014003",858.621738621543,298.899580652314,2083.49816247952
"29424",2060,"221090015001",1547.3706226831,352.782569009442,3299.29070272862
"29425",2060,"221090015002",4151.07137942166,2488.62087751766,6218.29957162573
"29426",2060,"221090015003",3625.09344433134,1221.27225287456,6650.11418847216
"29427",2060,"221090015004",1107.05407247418,366.123357605,2529.79051107924
"29428",2060,"221090016001",1023.93605266255,345.274995050088,2487.13281015924
"29429",2060,"221090016002",754.410578427471,134.3552621222,2862.7435096939
"29430",2060,"221090017001",2866.1496638244,1484.72144923334,4892.96173646429
"29431",2060,"221090017002",17961.6284122738,12382.8547868374,24439.7146006845
"29432",2060,"221090017003",1331.57447545061,396.725348281688,3950.31896151684
"29433",2060,"221090017004",7381.49837834892,2416.40561275437,13285.3160418235
"29434",2060,"221099900000",0,0,0
"29435",2060,"221119601001",667.622573697839,263.264480451405,1520.89437724071
"29436",2060,"221119601002",654.066373865267,93.9150134346775,1602.87893884078
"29437",2060,"221119601003",815.034671414233,252.457924706784,2141.12754956047
"29438",2060,"221119601004",3131.13506601419,1337.97587673812,5338.75906003384
"29439",2060,"221119602001",825.102927813183,124.151125154813,2582.66740212365
"29440",2060,"221119602002",419.300854973313,116.918207640079,1200.25759401067
"29441",2060,"221119602003",1085.2701671011,199.426902207388,3311.9345361634
"29442",2060,"221119602004",500.471363091283,75.1201656177563,1374.95638151549
"29443",2060,"221119603001",2401.38704127863,986.604465385694,4294.47265444384
"29444",2060,"221119603002",806.192206410053,146.255499596486,1988.85283478243
"29445",2060,"221119603003",939.090428597627,211.42006784685,2153.6030336306
"29446",2060,"221119604001",2154.5198638064,535.377982226817,4583.52701191926
"29447",2060,"221119604002",2104.13030156575,799.838393733006,4767.60369060077
"29448",2060,"221119604003",1143.97117651153,236.556621647189,3643.92560731989
"29449",2060,"221119605001",358.350634701275,55.7185027431348,1569.44429313369
"29450",2060,"221119605002",2887.90508039754,1259.18920017368,4800.51925900786
"29451",2060,"221119605003",2657.04411622123,1070.1948370581,4734.40929734641
"29452",2060,"221119606001",2376.43849279556,642.325727654661,4915.14807202893
"29453",2060,"221119606002",3210.54856579767,1655.52041989627,5075.67925060341
"29454",2060,"221139501001",7191.70355559858,3691.56491069318,11353.8618186082
"29455",2060,"221139501002",7811.35358636629,4562.30164815885,11763.7181013799
"29456",2060,"221139501003",3957.45249471026,2263.06843595829,6085.83676753639
"29457",2060,"221139501004",2977.83495455503,1629.73512289173,4567.92340576174
"29458",2060,"221139502001",621.042569023,210.064907466082,1389.77776804971
"29459",2060,"221139502002",829.651698836372,336.672441755555,1903.32919015665
"29460",2060,"221139502003",778.859330801976,311.792129411272,1767.90048626201
"29461",2060,"221139502004",213.239751516906,78.7409525576401,527.911374213581
"29462",2060,"221139502005",1142.6183074862,590.181597640005,2174.73300509784
"29463",2060,"221139504001",800.973652067675,402.500287647103,1543.47706605928
"29464",2060,"221139504002",751.101017688525,240.058512706783,1884.29940995565
"29465",2060,"221139504003",539.758048494966,143.918564942705,1562.90845465564
"29466",2060,"221139504004",1106.84542369467,402.215238672218,2279.51456865485
"29467",2060,"221139504005",938.433959775773,212.026948336076,3272.36101314756
"29468",2060,"221139505001",5027.74922902482,2703.15225900219,7760.08798682762
"29469",2060,"221139505002",1714.36082193271,601.129504534071,3306.6082933354
"29470",2060,"221139505003",2113.26158335154,821.874595840766,3792.75021838479
"29471",2060,"221139506001",1616.5503040371,491.534659877367,3971.58589770653
"29472",2060,"221139506002",1109.58881324478,360.043158081568,2628.37014036156
"29473",2060,"221139507001",796.955468078878,148.807301393122,2433.3312997335
"29474",2060,"221139507002",711.472819936292,204.655579651673,1871.64394684792
"29475",2060,"221139507003",1035.85065771114,234.884856635686,2763.27240726281
"29476",2060,"221139507004",1825.73399125566,404.189092304212,4049.69659106805
"29477",2060,"221139508001",683.072709835226,165.526445454193,1477.74604753774
"29478",2060,"221139508002",417.313024362725,114.736812962729,1279.42142801421
"29479",2060,"221139508003",1018.05963454245,484.680022604322,1756.34199774071
"29480",2060,"221139508004",947.678731641892,204.797713730403,1995.51571038945
"29481",2060,"221139508005",631.240051726092,132.26900388545,2187.49595751091
"29482",2060,"221139508006",272.452356066711,63.7289622481495,1409.8615081213
"29483",2060,"221139509011",1767.37182833839,492.184737538304,4531.48062051871
"29484",2060,"221139509012",1629.39619614049,588.461363057146,3542.92956368017
"29485",2060,"221139509021",7819.88625667305,5053.7934641937,11110.022684612
"29486",2060,"221139509022",4353.61538018222,2454.60426342615,6591.98660042653
"29487",2060,"221139509023",9924.05937806123,4079.16387192926,17141.6019222418
"29488",2060,"221139510011",1423.57211199158,585.388977013542,2430.8583556565
"29489",2060,"221139510012",1119.90513780846,570.666390422247,2195.75984636413
"29490",2060,"221139510013",1492.81025063873,727.450029829224,3067.85370097866
"29491",2060,"221139510021",385.548331861148,115.026192115283,1060.95257189021
"29492",2060,"221139510022",1028.04393884831,144.044435160021,2498.22958816584
"29493",2060,"221139510023",921.173993265477,313.308964322747,2802.22099521023
"29494",2060,"221139510024",509.445652518695,114.123099643285,1851.33205089191
"29495",2060,"221139511001",229.6122319531,56.4123193907924,564.238053516328
"29496",2060,"221139511002",520.006815410783,155.035629825571,1282.24043553819
"29497",2060,"221139900000",0,0,0
"29498",2060,"221159501001",1065.33467193232,188.008502629876,2266.19917065783
"29499",2060,"221159501002",516.814968379334,177.059510017567,1446.60947251476
"29500",2060,"221159501003",1231.97718564297,270.015529939672,3231.94806008152
"29501",2060,"221159501004",811.369537802413,234.22668814537,1893.1868725474
"29502",2060,"221159501005",705.775046324414,187.780360216867,2089.05430721535
"29503",2060,"221159501006",689.431228562996,209.988818248513,1539.4052749877
"29504",2060,"221159502001",1258.78089648283,205.473042400377,3536.24161328352
"29505",2060,"221159502002",3063.94187909104,1389.82757868295,5144.97684283576
"29506",2060,"221159502003",981.382115883279,420.338601336043,2259.77742313933
"29507",2060,"221159502004",733.943641647192,131.585043860888,1620.40084039568
"29508",2060,"221159503001",1673.56175638367,304.52365946013,4089.48352125796
"29509",2060,"221159503002",1651.34675721889,271.48476786744,3466.14871907187
"29510",2060,"221159503003",2554.71149973115,996.383173480223,4464.73761527766
"29511",2060,"221159504001",1283.18480634361,370.273257359657,3107.80048744438
"29512",2060,"221159504002",1259.0177695749,99.338424219297,12063.7336996652
"29513",2060,"221159504003",451.914558330377,62.2146226017601,1957.20940074002
"29514",2060,"221159504004",341.881590713813,44.5061668196107,1557.65666109661
"29515",2060,"221159505001",848.389175970604,134.493748358901,2706.37758068178
"29516",2060,"221159505002",767.76802706119,129.076917407454,1687.29293485324
"29517",2060,"221159505003",1021.63384742838,135.045506196391,3237.27687240392
"29518",2060,"221159505004",2002.09164407188,603.517201073996,5071.734291568
"29519",2060,"221159505005",392.34921884029,32.5016356984756,2814.76276852002
"29520",2060,"221159505006",1263.45803403361,165.143180641527,5383.40413035332
"29521",2060,"221159506001",582.364633384143,146.449686344165,1447.92508410581
"29522",2060,"221159506002",455.520922933755,53.732098808631,2204.77744471181
"29523",2060,"221159506003",1065.75793837324,201.907995793585,4161.26173055675
"29524",2060,"221159507011",38.0739393538179,0,1342.58226044555
"29525",2060,"221159507012",7769.49311737323,1482.79271042787,18375.784529272
"29526",2060,"221159507021",412.133585289787,59.8985193841873,1895.81721694078
"29527",2060,"221159507022",95.6202150934798,33.3088060835566,241.845634935139
"29528",2060,"221159507031",0.442819935412202,0,392.370114697972
"29529",2060,"221159507032",929.965266584741,175.847963763405,3539.01824758279
"29530",2060,"221159507041",309.480568208359,92.9465417571256,1103.14604970218
"29531",2060,"221159507042",220.456781091631,63.1830002104577,653.578940978793
"29532",2060,"221159507043",2.66150302192555,0.0843487338321012,21.4258169904057
"29533",2060,"221159508001",501.124537503653,193.404063375453,1084.44744596059
"29534",2060,"221159508002",570.536427852845,178.294249016706,1393.73249030791
"29535",2060,"221159508003",737.986373294312,252.451454829585,1665.87926589784
"29536",2060,"221159508004",1646.23807151878,80.9482765110402,11738.4759866972
"29537",2060,"221159508005",938.071923002554,157.016672904691,3448.31919588159
"29538",2060,"221159509001",872.789801067362,206.171881483275,2591.54346809533
"29539",2060,"221159509002",4251.68081067954,1064.65396187047,8367.01402490236
"29540",2060,"221159509003",456.809736535939,51.6481025030082,2094.08280356507
"29541",2060,"221159509004",2355.89638163322,616.018849519901,4749.83884055727
"29542",2060,"221179501011",1204.53870139726,427.16496698001,2393.70683452336
"29543",2060,"221179501012",2905.07920212727,1235.76625097888,7122.05604717879
"29544",2060,"221179501021",3132.1978872693,1628.20847193728,4990.98135708929
"29545",2060,"221179501022",1833.79970320195,705.064038806494,3306.93012297532
"29546",2060,"221179502001",1756.37578418668,688.59108319546,3083.04368710118
"29547",2060,"221179502002",1880.50674203603,653.107088758456,3392.99363675861
"29548",2060,"221179502003",2597.4985306786,1486.94309298443,4312.8690280708
"29549",2060,"221179502004",3741.74494139581,1632.09500028088,6242.90954603583
"29550",2060,"221179503001",1563.02608041119,645.140861095584,2902.19394191902
"29551",2060,"221179503002",1952.51738808353,550.387499665104,4241.85619310843
"29552",2060,"221179503003",899.591997193232,316.60453223715,2345.57657991204
"29553",2060,"221179504001",1295.53594749749,351.557513226566,2681.96502818451
"29554",2060,"221179504002",1856.20092608838,794.252954664384,3603.1279329304
"29555",2060,"221179504003",3022.44060874513,1406.66390490391,5974.42335686614
"29556",2060,"221179505001",2761.78556273919,909.744880297843,5119.51124144165
"29557",2060,"221179505002",1631.47044458764,721.53716486392,3397.03777308198
"29558",2060,"221179505003",7983.5680547544,2869.33449952648,13940.9129422257
"29559",2060,"221179506001",1289.08006993768,415.713411488189,3842.36179912151
"29560",2060,"221179506002",2620.65987029275,1384.89175470337,4022.69216479117
"29561",2060,"221179506003",1871.81009980735,760.343194740444,3414.45201124221
"29562",2060,"221179507001",3593.96765889855,2051.69477170053,5601.42139241919
"29563",2060,"221179507002",2192.62028450762,818.612113976343,4189.32019041267
"29564",2060,"221179507003",1828.70547236668,776.162829398607,3417.96281969416
"29565",2060,"221179508001",596.821427499545,248.701889378554,1276.95027460976
"29566",2060,"221179508002",412.211775377191,129.222370086778,1123.69522587308
"29567",2060,"221179508003",929.954207162771,339.914222175517,1856.11737872257
"29568",2060,"221179509001",1612.10266235613,480.214888931684,3250.41438089855
"29569",2060,"221179510001",3070.76988343895,792.230799506579,5965.24947633572
"29570",2060,"221179510002",1039.86824433955,172.789396098993,2394.20859628003
"29571",2060,"221179510003",658.248394821092,178.140516018162,1990.78958240615
"29572",2060,"221190311001",666.765268421969,210.232990338777,1769.85697260221
"29573",2060,"221190311002",960.038165003321,309.984469414562,2648.47248161529
"29574",2060,"221190312001",541.424552000148,106.091033002333,2142.46289090773
"29575",2060,"221190312002",762.194133589771,185.935132529077,2849.33690877279
"29576",2060,"221190312003",804.516813030386,252.63214850758,1747.88512140898
"29577",2060,"221190313001",1290.93154314139,462.852939940925,2710.58809486471
"29578",2060,"221190313002",1870.54871351009,579.989277208502,3683.77760374223
"29579",2060,"221190313003",1349.44797656907,320.136437372393,2816.42155592432
"29580",2060,"221190313004",249.556328373693,77.2753485982799,922.847216847524
"29581",2060,"221190313005",1452.0154790344,746.88496855786,2595.75646685816
"29582",2060,"221190314001",703.415599217964,188.065544479062,2543.05962562925
"29583",2060,"221190314002",797.687458753873,229.782071573685,2269.33911281357
"29584",2060,"221190314003",1104.88742040274,431.388514318966,3414.44002219593
"29585",2060,"221190315001",523.654936882079,140.999721239329,2243.95915270385
"29586",2060,"221190315002",2876.22730924158,1107.14577826887,5437.66795246989
"29587",2060,"221190315003",948.868740465081,347.505129580688,2554.50338060504
"29588",2060,"221190315004",1236.23372935426,206.782931993434,2842.23722618969
"29589",2060,"221190315005",2259.76449930212,696.004700467987,4430.99360269841
"29590",2060,"221190316001",925.61667249161,215.680571679744,2115.3591203615
"29591",2060,"221190316002",3360.46077209391,1617.27728933879,5545.56918867999
"29592",2060,"221190317001",1233.76018088379,572.168636672157,4190.46795602849
"29593",2060,"221190317002",285.674765634448,104.742990867191,727.909160676207
"29594",2060,"221190317003",2931.22571525779,1573.23100027032,4639.37664947314
"29595",2060,"221190318001",1748.13874982193,855.659964588261,3149.80172893185
"29596",2060,"221190318002",1271.46912893377,606.618030483827,2364.15614172894
"29597",2060,"221190318003",1720.48716865703,706.211788461519,3213.7909312854
"29598",2060,"221190319001",1170.51246729247,510.390974494682,2449.4183319946
"29599",2060,"221190319002",255.367995454035,74.9052604585669,661.604216544191
"29600",2060,"221190319003",335.920231542799,77.3065218337217,1145.87320516717
"29601",2060,"221190319004",288.47645506923,58.6752238830416,939.305543158149
"29602",2060,"221190320001",1154.84082637895,291.500489261561,3494.80646745677
"29603",2060,"221190320002",1127.92610526237,347.313563216966,2950.17072782821
"29604",2060,"221190320003",826.209104410181,377.243429414804,1583.15415556193
"29605",2060,"221190320004",919.639593171403,317.386103635838,2176.05142998867
"29606",2060,"221190321001",2967.92600046271,1262.09590239977,4965.58555100543
"29607",2060,"221190321002",1350.42074689891,449.750387130655,2852.34184011892
"29608",2060,"221190321003",846.559628845892,202.699649204661,2889.87641958643
"29609",2060,"221190321004",1640.26740908845,401.997999927162,3279.60281296279
"29610",2060,"221190321005",2360.59680543203,848.753182103138,4547.23325332885
"29611",2060,"221210201001",323.89476122045,146.427210496872,686.951218084288
"29612",2060,"221210201002",524.185842520706,146.755039315016,1782.80772222688
"29613",2060,"221210201003",912.601017260143,203.662924510067,2099.98144531424
"29614",2060,"221210201004",1315.96685060122,253.162987702553,2716.75948867469
"29615",2060,"221210202001",1505.53603344277,571.492569463761,3707.53359690744
"29616",2060,"221210202002",3296.05606252966,1507.90485168216,6056.59633741688
"29617",2060,"221210203001",2828.28774491799,1408.31733200086,4518.36146797455
"29618",2060,"221210203002",4500.87987201938,2442.78876973649,6941.52234702319
"29619",2060,"221210203003",1403.62030037469,226.02070593026,4644.26822695982
"29620",2060,"221210203004",1590.75311505531,390.331865899984,3496.80738369551
"29621",2060,"221210204011",4182.51377936049,1557.59536724579,7362.37755783875
"29622",2060,"221210204012",3568.82421352023,2003.44737743671,6224.60548500774
"29623",2060,"221210204021",7403.40153282625,4855.84308137755,10404.4494361589
"29624",2060,"221210204022",6367.00784721918,3101.58590473224,10262.2109938297
"29625",2060,"221230001001",980.690944472792,231.679821298471,3661.11849579963
"29626",2060,"221230001002",760.963728115249,333.05599602291,1622.09084048331
"29627",2060,"221230001003",430.337263089263,151.367041602754,1031.54833304338
"29628",2060,"221230001004",580.811704324072,157.57700329585,1959.37470402592
"29629",2060,"221230001005",681.271010582461,160.203918484524,2103.69126452754
"29630",2060,"221230002001",1338.99568716993,692.707845039222,2733.51309433046
"29631",2060,"221230002002",1079.02586012124,387.631486905896,2511.79635818486
"29632",2060,"221230002003",486.777260235507,172.950550291812,1177.01186955017
"29633",2060,"221230003001",965.500407694108,249.611761979975,3079.92151437578
"29634",2060,"221230003002",449.666184075429,123.327580239878,1599.4366554249
"29635",2060,"221230003003",1211.59201749999,263.659086238177,4101.7989169243
"29636",2060,"221259517011",2221.42599411986,1303.91505998526,3512.17007866066
"29637",2060,"221259517012",19935.6039580296,4218.92295834864,37334.724366417
"29638",2060,"221259517021",1427.57852396829,84.481074952341,8890.37675402111
"29639",2060,"221259518001",2404.45309066901,1038.73258120869,5274.24762147707
"29640",2060,"221259518002",3318.53716641917,1043.90651825037,6632.75803882164
"29641",2060,"221259518003",2469.6380025165,837.977073734987,5244.90199594857
"29642",2060,"221259518004",4155.83729961287,2170.46716349918,6957.54118556379
"29643",2060,"221279601001",458.069131518866,101.237625472142,1347.21790229271
"29644",2060,"221279601002",1059.71896970946,312.682257480616,2931.7645136934
"29645",2060,"221279601003",865.009909025156,252.004317078478,1721.77559496941
"29646",2060,"221279601004",981.111813571922,328.400403364673,2432.21112697729
"29647",2060,"221279602001",661.132762881932,234.606684851749,1643.67682900891
"29648",2060,"221279602002",472.905814798548,123.584808912335,1442.96303286815
"29649",2060,"221279602003",4321.77118672585,1538.53504375639,8757.55513763119
"29650",2060,"221279602004",1000.2160593326,405.470363509401,2843.45371068437
"29651",2060,"221279602005",574.169538810088,194.458078235015,1491.98339717641
"29652",2060,"221279603001",597.03291039947,109.532202480165,1582.74165840352
"29653",2060,"221279603002",50.1886251929752,13.934873630622,201.892502149161
"29654",2060,"221279603003",780.219501363516,206.733854389429,2859.1846457897
"29655",2060,"221279603004",314.000922741357,90.6168626908031,1112.27599869004
"29656",2060,"221279604001",989.951542663558,351.097004250305,2264.19423290642
"29657",2060,"221279604002",412.541619048342,60.1578989394636,1186.94865982927
"29658",2060,"221279604003",1176.73068411174,117.022094899033,3779.4995395424
"29659",2060,"280450301001",607.537369980594,136.765586970264,3318.95401731396
"29660",2060,"280450301002",256.246230678473,44.6982660497893,953.45642846163
"29661",2060,"280450301003",1401.83744764962,603.028781535444,3644.92150965176
"29662",2060,"280450301004",340.230568397429,93.323867435169,2186.53186082704
"29663",2060,"280450301005",154.261297897302,17.965961801978,788.344159288857
"29664",2060,"280450302001",793.635161961957,130.171879007174,3130.6859448193
"29665",2060,"280450302002",3073.33048657669,1022.39354401669,5596.75422339372
"29666",2060,"280450302003",3171.62155680576,1320.14916929855,5393.71820694834
"29667",2060,"280450302004",498.715181580615,26.6624277695611,4816.3039426739
"29668",2060,"280450302005",258.240642765739,0.597960682030424,3745.88304345509
"29669",2060,"280450302006",141.150183755034,0.148347001727409,2597.80501973346
"29670",2060,"280450303001",173.218457821012,64.2127328641488,1041.15696493491
"29671",2060,"280450303002",2526.14934951754,489.037738515264,5411.4805148765
"29672",2060,"280450303003",705.865582461994,8.75723048000185,7233.50068577222
"29673",2060,"280450303004",551.704729126809,9.21751806081365,6417.820788458
"29674",2060,"280450303005",4816.94756423451,1848.92390948546,8528.32966277118
"29675",2060,"280450303006",1675.86754333823,699.598787349846,3170.84851966271
"29676",2060,"280450303007",1300.56088770561,15.5062786718008,16627.8183139549
"29677",2060,"280450303008",7203.80517328431,4343.76222743484,10544.9311738291
"29678",2060,"280450304001",705.43466454374,58.2332701110249,3761.11831156685
"29679",2060,"280450304002",306.459254673815,79.4671039838399,895.365747314979
"29680",2060,"280450304003",826.747528125839,214.232630420358,2282.39420933327
"29681",2060,"280450305001",6759.20792384513,4950.67227274423,8819.14024160496
"29682",2060,"280450305002",9682.40120821542,7149.40306937184,12585.8878362471
"29683",2060,"280450305003",10764.7345255967,6930.42137210031,15017.7363389285
"29684",2060,"280450306011",4259.52728153958,2200.24971872668,6672.90489573402
"29685",2060,"280450306012",2621.0750869495,1577.59561936152,4085.37109910224
"29686",2060,"280450306013",8297.92427698268,5436.76477139533,11665.253431979
"29687",2060,"280450306021",2452.53793058308,328.226362988499,5331.66965551234
"29688",2060,"280450306022",8907.54064044846,5754.54388022709,12643.132726169
"29689",2060,"280450306023",1315.18534740023,373.194582820021,2566.21908448624
"29690",2060,"280450306024",2560.31663582815,1577.64391059222,3809.90747876117
"29691",2060,"280459900000",0,0,0
"29692",2060,"280470001001",3.29517760194644,0.0498500701910934,54.6774352886628
"29693",2060,"280470003001",236.47753057075,11.8616825479265,1933.87599583541
"29694",2060,"280470003002",145.071110229533,2.5678976318617,1389.42049020412
"29695",2060,"280470003003",382.601984559677,125.774150897278,959.041595914205
"29696",2060,"280470006001",298.99396939528,28.5653786080719,1254.38671759095
"29697",2060,"280470006002",238.132798293571,4.6182506573165,1107.47286733513
"29698",2060,"280470006003",248.062235742393,23.8665908782193,1049.64003649003
"29699",2060,"280470009001",28.511152581782,0.191939845169202,246.761116806712
"29700",2060,"280470009002",13.7120489086999,0.0189584860490176,185.402585608926
"29701",2060,"280470012011",4627.46903807974,1099.98281672267,10381.2589320026
"29702",2060,"280470012012",517.765540533838,45.0879158140581,3233.76097646928
"29703",2060,"280470012013",1880.86371828744,585.183960964475,6695.98265481008
"29704",2060,"280470012021",3163.73117666251,819.555142319403,6905.85868290158
"29705",2060,"280470012022",3416.70031860958,1733.22880075538,5392.09778817698
"29706",2060,"280470012023",870.147571274673,177.434285059817,5241.50530350982
"29707",2060,"280470012024",3140.0375694198,459.209044742896,17622.7556764991
"29708",2060,"280470013001",4108.36089742005,2166.48061143502,6659.38996392615
